year,cd,Industry,Income,District_number,State,cd_name,scaled
2021,8_CO,Educationalservices healthcare socialassistance,100k-149k,8,Colorado,us-co-08,1
2021,8_FL,Educationalservices healthcare socialassistance,50k-74k,8,Florida,us-fl-08,1
2021,8_GA,Educationalservices healthcare socialassistance,50k-74k,8,Georgia,us-ga-08,1
2021,8_IL,Educationalservices healthcare socialassistance,150k and more,8,Illinois,us-il-08,1
2021,8_IN,Manufacturing,50k-74k,8,Indiana,us-in-08,4
2021,8_MA,Educationalservices healthcare socialassistance,150k and more,8,Massachusetts,us-ma-08,1
2021,8_MD,Professional services,150k and more,8,Maryland,us-md-08,2
2021,8_MI,Educationalservices healthcare socialassistance,50k-74k,8,Michigan,us-mi-08,1
2021,8_MN,Educationalservices healthcare socialassistance,50k-74k,8,Minnesota,us-mn-08,1
2021,8_MO,Educationalservices healthcare socialassistance,50k-74k,8,Missouri,us-mo-08,1
2021,8_NC,Educationalservices healthcare socialassistance,50k-74k,8,North Carolina,us-nc-08,1
2021,8_NJ,Professional services,150k and more,8,New Jersey,us-nj-08,2
2021,8_NY,Educationalservices healthcare socialassistance,150k and more,8,New York,us-ny-08,1
2021,8_OH,Manufacturing,50k-74k,8,Ohio,us-oh-08,4
2021,8_PA,Educationalservices healthcare socialassistance,50k-74k,8,Pennsylvania,us-pa-08,1
2021,8_TN,Educationalservices healthcare socialassistance,50k-74k,8,Tennessee,us-tn-08,1
2021,8_TX,Educationalservices healthcare socialassistance,150k and more,8,Texas,us-tx-08,1
2021,8_VA,Professional services,150k and more,8,Virginia,us-va-08,2
2021,8_WA,Professional services,150k and more,8,Washington,us-wa-08,2
2021,8_WI,Manufacturing,50k-74k,8,Wisconsin,us-wi-08,4
2021,9_AZ,Educationalservices healthcare socialassistance,50k-74k,9,Arizona,us-az-09,1
2021,9_CA,Educationalservices healthcare socialassistance,150k and more,9,California,us-ca-09,1
2021,9_FL,Educationalservices healthcare socialassistance,50k-74k,9,Florida,us-fl-09,1
2021,9_GA,Educationalservices healthcare socialassistance,50k-74k,9,Georgia,us-ga-09,1
2021,9_IL,Educationalservices healthcare socialassistance,150k and more,9,Illinois,us-il-09,1
2021,9_IN,Manufacturing,50k-74k,9,Indiana,us-in-09,4
2021,9_MA,Educationalservices healthcare socialassistance,150k and more,9,Massachusetts,us-ma-09,1
2021,9_MI,Manufacturing,100k-149k,9,Michigan,us-mi-09,4
2021,9_NC,Educationalservices healthcare socialassistance,50k-74k,9,North Carolina,us-nc-09,1
2021,9_NJ,Educationalservices healthcare socialassistance,150k and more,9,New Jersey,us-nj-09,1
2021,9_NY,Educationalservices healthcare socialassistance,50k-74k,9,New York,us-ny-09,1
2021,9_OH,Manufacturing,50k-74k,9,Ohio,us-oh-09,4
2021,9_PA,Educationalservices healthcare socialassistance,50k-74k,9,Pennsylvania,us-pa-09,1
2021,9_TN,Educationalservices healthcare socialassistance,50k-74k,9,Tennessee,us-tn-09,1
2021,9_TX,Educationalservices healthcare socialassistance,50k-74k,9,Texas,us-tx-09,1
2021,9_VA,Educationalservices healthcare socialassistance,50k-74k,9,Virginia,us-va-09,1
2021,9_WA,Professional services,150k and more,9,Washington,us-wa-09,2
